,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
75,18563,18843,17689,17156,16910,15866,15233,14904,15333,14478,14125,13500,13394,12600,12385,11917,11092,10834,10962,10262,10808,8036,7269,6412,5558,4293,4903,4764,5192,6300,7171,10365,8470,8370,8887,8796,9189,10669,10735,11612,14865,14339,14635,15179,16236,17491,18353,18733,19178,20732,19246,19097,19064,17738,15949,16072,15700,14978,14765,14541,15025,15082,12562,11998,11305,10159,10125,9866,9556,8218,7910,7354,8183,3657,2952,1,1220,2147,2857,5364,5830,6699,8026,8437,9071,8847,10106,11275,12935,14216,13602,14285,14570,15613,15677,16338,17140,17639,18708,18782,19200,20803,21344,21718,21088,19627,17087,17385,16225,17175,17095,18180,16626,15198,13729,13155,12302,11655,9999,9196,8416,7978,8465,11431,7834,6652,5661,6380,6145,7537,4070,6379,5711,7152,7900,7602,8505,8949,11881,10745,14190,13492,13933,14063,15640,15712,15733,16577,17598,18375,19732,19953,20330,21465,21929,22751,24070,23832,24503,23738,26142,25656,24122,21766,20682,4101,3739,5829,3896,5695,5583,6935,6530,5583,7023,13110,13916,15516,15826,17153,18672,18094,11516,10993,11065,10000,11121,10940,12005,12975,15194,15711,16902,17347,18470,18328,18631,18607,19458,13309,14219,16209,15595,16351,17109,18695,18676
76,18067,18347,17193,16660,16414,15370,14737,14408,14837,13982,13755,13624,13518,12724,12509,12041,11216,10958,11086,10386,10416,8160,7393,6536,5682,4417,4442,4268,4696,5804,6675,9869,7974,7874,8391,8300,8693,10173,10239,11116,14369,13843,14139,14683,15740,16995,17857,18237,18682,20236,18750,18601,18568,17242,15453,15410,15824,15102,14889,14665,15149,15206,12686,12122,11429,10283,10249,9990,9680,8342,8034,7478,8307,3781,3076,920,1,1651,2361,4868,5334,6203,7530,7941,8575,8351,9610,10779,12439,13720,13106,13789,14074,15117,15181,15842,16644,17143,18212,18286,18704,20307,20848,21222,20592,19751,17211,17509,16349,17299,17219,18304,16750,15322,13853,13279,12426,11779,10123,9320,8540,8102,8589,11555,7958,6776,5785,6960,6725,8117,3574,5883,5215,6656,7404,7106,8009,8453,11385,10249,13694,12996,13437,13567,15144,15216,15237,16081,17102,17879,19236,19457,19834,20969,21433,22255,23574,23336,24007,23242,24597,24111,21930,21270,20186,4225,3863,5953,4020,5819,5707,6439,6034,5087,6527,12614,13420,15020,15330,16657,18176,17598,11020,10497,10569,9504,10625,10444,11509,12479,14698,15215,16406,16851,17974,17832,18135,18111,18962,12813,13723,15713,15099,15855,16613,18199,18180
77,18111,18391,17237,16704,16458,15414,14781,14452,14881,14026,14587,14461,14083,13289,13074,12606,11781,11523,11651,10951,10949,8725,7958,7101,6247,4982,4975,4801,5229,5802,6340,9758,7567,7497,8014,7923,8316,10062,9862,10739,14230,13704,13324,14544,15601,16856,16769,18098,18543,20280,18794,18645,18612,17286,15497,15454,15602,15667,15454,15230,15714,15771,13251,12687,11994,10848,10814,10555,10245,8907,8599,8043,8872,4346,3641,2127,2299,1,1553,4009,4475,5344,7181,7082,7716,7786,9045,10214,11874,13155,12541,13224,13509,14552,15042,15703,16505,17004,18073,18147,18565,20168,20709,21083,20636,19415,17776,18074,16914,17864,17784,18869,17315,15887,14418,13844,12991,12344,10688,9885,9105,8667,9154,12120,8523,7341,6350,6821,6692,7979,3293,5272,4604,6045,6793,6465,7368,7812,10744,9608,13053,12355,12796,12926,14281,14353,14672,15516,16537,17671,19097,19318,19695,20830,21294,22116,23435,23197,23868,23286,24641,24155,21974,21314,20230,4790,4428,6518,4585,6384,6272,6104,5440,4493,5668,12237,13043,14881,14765,16518,17611,17033,10921,10385,10004,8939,10060,9585,10944,11379,14559,15076,16267,16712,17835,18061,18361,18337,18823,12248,13158,14850,14236,14992,15634,17634,17615
78,16959,17239,16085,15552,15306,14262,13629,13300,13729,12874,13435,13309,13799,14121,13906,13438,12613,12355,12483,11783,11127,9557,8790,7933,7079,5814,5455,5171,4853,4650,5188,8606,6415,6345,6862,6771,7164,8910,8710,9587,13078,12552,12172,13392,14449,15704,15617,16946,17391,19128,17642,17493,17460,16134,14345,14302,14450,14905,15655,16062,16542,16599,14079,13515,12822,11676,11642,11383,11073,9735,9427,8875,9704,5177,4472,3123,3295,1322,1,2960,3426,4295,5813,6033,6667,6634,7893,9062,10722,12003,11389,12072,12357,13400,13890,14551,15353,15852,16921,16995,17413,19016,19557,19931,19484,18263,18171,18902,17742,18692,18612,19697,18143,16715,15246,14672,13819,13172,11516,10713,9933,9495,9982,12948,9351,8173,7182,7561,7432,8719,3840,5060,4213,5654,6402,5799,6720,7164,10078,8841,12412,11714,12155,12285,13232,13304,13520,14364,15385,16519,17945,18166,18543,19678,20142,20964,22283,22045,22716,22134,23489,23003,20822,20162,19078,5622,5260,7350,5413,7212,7103,4952,4288,3341,4619,11085,11891,13729,13613,15366,16459,15881,9769,9233,8852,7787,8908,8536,9792,10227,13407,13924,15115,15560,16683,16909,17209,17185,17671,11096,12006,13801,13187,13943,14896,16482,16463
79,17405,17685,16531,15998,15752,14708,14075,13746,14175,13320,13881,13755,14245,15125,14910,14442,13617,13359,13696,13030,11573,10561,9804,8945,8519,7254,5901,5617,5299,5096,5634,9052,6861,6791,7308,7217,7610,9356,9156,10033,13524,12998,12618,13838,14895,16150,16063,17392,17837,19574,18088,17939,17906,16580,14791,14748,14896,15351,16101,17066,16915,16669,15519,14955,14262,13116,13082,12823,12513,11175,10867,10315,11144,6617,5912,4455,4741,3436,2501,1,1032,3117,4954,4855,5489,6931,6780,9359,10024,12300,11686,12369,12654,13697,14336,14997,15799,16298,17367,17441,17859,19462,20003,20377,19930,18709,18617,19322,19182,20132,20052,21137,19583,18155,16686,16112,15259,14612,12956,12153,11373,10935,11422,14388,10791,9613,8622,8656,8527,9814,4253,4428,3838,5279,5906,4621,5542,5986,8900,7820,11265,10567,11008,11138,12054,12126,13817,14661,15682,16816,18391,18612,18989,20124,20588,21410,22729,22491,23162,22580,23935,23449,21268,20608,19524,7062,6700,8790,6853,8652,8543,5398,4585,3638,3439,11531,12337,14175,13910,15812,16756,16178,10066,9530,9149,8084,8197,7358,8658,9108,13853,14370,15561,16006,17129,17206,17506,17482,18117,10198,10706,12623,12009,12765,13407,15578,15559
80,17200,17214,16559,16026,15780,14736,14103,13774,14203,13531,14092,13966,14456,15336,15121,14653,13828,13570,13907,13241,11784,10772,10015,9156,8730,7465,6112,5828,5510,5307,5812,9196,7039,6969,7486,7395,7788,9500,9280,10157,13697,13171,12791,14011,15068,16323,16236,17565,18010,19829,18343,18194,18161,16835,15002,14959,15107,15562,16312,17277,17126,16880,15730,15166,14473,13327,13293,13034,12724,11386,11078,10526,11355,6828,6123,4780,4952,3647,2712,692,76,2537,4374,4275,4909,6442,6200,8797,9444,11457,10843,11526,11816,12859,14509,14414,15972,16471,17540,17614,18032,19635,20176,20550,19459,18920,18828,19533,19393,20343,20263,21348,19794,18366,16897,16323,15470,14823,13167,12364,11584,11146,11633,14599,11002,9824,8833,9153,9024,10311,4850,4826,4236,5084,5075,4041,4962,5406,8320,7083,10493,9795,10236,10366,11474,11546,12974,13823,14844,15978,18564,18785,19162,20297,20761,21583,22902,22664,23335,22835,23996,23660,21479,20561,19477,7273,6911,9001,7064,8863,8754,5576,4402,3455,2861,11243,12049,14348,13072,15095,15918,15340,9600,9064,8655,7522,7617,6778,8078,8528,14026,14543,15734,16179,17302,16368,16668,16644,17485,9618,10126,12043,11429,12185,12827,14998,14979
81,14952,14966,14120,14041,13795,12751,12118,11789,13439,14151,14712,15001,15315,16393,16178,15710,14885,14627,14964,14298,12953,11829,11072,10213,10543,9240,8033,7429,7056,5588,5283,6660,5667,5055,5379,5441,5542,6964,7086,7963,10926,10400,10543,11240,12297,13552,13988,14794,15239,17653,16167,16018,15985,14659,15814,15625,15773,16388,17171,18334,18183,17937,17651,17087,16394,15248,15214,14955,14645,13307,12999,12027,12856,8749,8044,5941,6245,5243,4322,2823,2557,1,3696,3659,4514,4418,5683,6852,8512,9793,9179,9862,10147,11190,11738,12399,13201,13700,14769,14843,15261,16864,17405,17779,17211,19722,19687,20590,20424,21665,21585,22670,21715,20287,18818,18244,17391,16744,15088,14285,13505,13067,13554,16520,12923,11745,10754,9896,9767,11054,5739,5715,5125,4758,4739,3510,4413,4857,7874,6722,10167,9469,9910,10040,11079,11151,11310,12154,13175,14436,15793,16014,16391,17526,17990,18812,20131,19893,20564,20659,21820,21292,19048,18385,17301,9194,8832,10922,8985,10784,10675,5047,3873,2926,2332,9316,10122,11577,11403,13214,14249,13671,7591,7079,6642,5577,6698,6383,7582,8017,11255,11772,12963,13408,14531,14699,14692,14668,15519,8886,9796,11648,11034,11790,12686,14272,14253
82,14565,14579,13733,13559,13313,12936,12303,11974,13624,14336,14897,15186,15500,16500,16285,15817,14992,14734,15071,14405,13138,11936,11179,10320,10742,9347,8680,7806,7433,5965,5660,6845,5799,5240,5564,5626,5230,6574,6691,7568,10604,10078,10156,10755,11812,13067,13601,14309,14754,16932,16352,16203,16170,14844,16007,15818,15958,16573,17356,18184,18290,18044,17541,17025,16209,14955,14921,15186,14348,13043,13546,12134,12963,10637,9932,7716,8020,7018,6097,4598,4332,2865,1,964,2456,3989,3747,6344,6991,9004,8390,9073,9363,10406,11416,11961,12716,13215,14284,14358,14776,16379,16920,17294,16824,19907,19872,20746,20531,21772,21692,22777,21807,19575,18106,17532,17427,16753,15840,15831,15051,14613,15100,18066,14469,13633,12642,11671,11542,12829,7514,7490,6656,6152,6172,4705,4018,4462,5650,4651,8082,7384,7825,7955,9021,9093,10521,11370,12391,13525,15308,15537,15906,17041,17505,18327,19646,19408,20079,20581,21742,20621,18689,18570,17486,9984,10459,11783,10873,12672,12563,5424,4291,4835,4241,8921,9727,11255,10619,12642,13465,12887,7196,6684,6202,5069,5164,4325,5625,6075,10770,11287,12478,12923,14046,13915,14215,14191,15034,7165,7673,9598,8976,9732,10374,12545,12526
83,14443,14457,13611,13741,13412,13035,12402,12073,13723,14435,14996,15285,15599,16599,16384,15916,15091,14833,15170,14504,13237,12035,11278,10419,10841,9446,8779,7905,7532,6064,5759,6944,5898,5339,5663,5725,5329,6452,6407,7284,10300,9774,9660,10204,11261,12516,13378,13758,14203,16810,16451,16302,16269,14943,16098,15909,16057,16672,17455,18283,18389,18143,17640,17124,16308,15054,15020,15285,14447,13142,13645,12233,13062,10736,10031,7774,8078,7076,6155,4656,4390,2964,1152,1,2036,3569,3327,5924,6571,8584,7970,8653,8943,9986,11112,11541,12165,12664,13733,13807,14225,15828,16369,16743,17414,20006,19971,20845,20630,21871,21791,22876,21906,19674,18205,17631,17526,16852,15939,15930,15150,14712,15199,18165,14568,13732,12741,11729,11600,12887,7572,7548,6714,6210,6230,4763,4152,4596,5230,4231,7662,6964,7405,7535,8601,8673,10101,10950,11971,13105,14757,14978,15355,16490,16954,17776,19095,18857,19528,20030,21191,20499,18567,18669,17585,10083,10558,11882,10972,12771,12662,5523,4390,4893,4299,8370,9176,10645,10199,12222,13045,12467,6727,6191,5782,4649,4744,3905,5205,5655,10219,10736,11927,12372,13495,13495,13795,13771,14612,6745,7253,9170,8556,9312,9954,12125,12106
84,13196,13210,12364,12494,12174,12029,13272,13360,15010,15722,16283,16572,16886,17505,17935,17467,16642,16384,16321,15655,14524,13586,12754,11970,12181,10997,10112,9233,8860,7392,7087,8231,7238,6626,6397,6291,5793,5205,5160,6037,9053,8527,8352,8896,9953,11208,12070,12450,12895,15563,14618,14538,14505,14420,17385,17196,17344,17959,18742,19570,19460,19126,19730,19166,18473,17327,17293,17034,16724,15386,15078,13863,14692,10828,10123,8780,8952,7647,6712,6003,5183,4956,3988,3380,1,2303,3135,4755,6156,7696,7082,7765,8050,9093,9865,10648,10857,11356,12425,12499,12917,14520,15061,15435,16106,21293,21258,22132,21613,22854,22774,23859,23794,22366,20897,20323,19470,18823,17167,16364,15584,15146,15633,18599,15002,13824,12833,14126,13997,15284,9975,9695,8270,7766,8282,6460,5778,6096,5347,4210,7692,6994,7503,7633,8186,8258,9213,10057,11078,12212,13449,13670,14047,15182,15646,16468,17787,17549,18220,18722,19883,19252,17320,17329,17002,11273,10911,13001,11064,12863,12754,6851,6363,5416,6663,7062,7868,9704,9306,11329,12152,11574,5419,4883,4502,3480,4552,3490,4790,5240,8911,9428,10619,11064,12187,12602,12902,12878,13175,6330,6838,8755,8141,8897,9539,11710,11691
85,12712,12726,11880,12010,11690,11545,12788,12876,14526,15238,15799,16088,16402,17021,17451,16983,16158,15900,15837,15171,14040,13102,12270,11486,11697,10970,9617,8749,8376,6908,6603,7747,6754,6142,5913,5807,5309,4721,4676,5553,8569,8043,7868,8412,9469,10724,11586,11966,12411,15079,14134,14054,14021,13936,16901,16712,16860,17475,18258,19086,18976,18642,19235,18671,17978,16832,16798,16539,16229,14891,14583,13379,14208,10333,9628,8285,8457,7152,6217,5508,4688,4717,3749,3141,2888,1,2216,4260,5920,7201,6587,7270,7555,8598,9381,10153,10373,10872,11941,12015,12433,14036,14577,14951,15622,20809,20774,21648,21129,23848,23768,24853,23299,21871,20402,19828,18975,18328,16672,15869,15089,14651,15138,18104,14507,13329,12338,13631,13502,14789,9480,9509,8084,7580,8096,6274,5592,5910,5161,4024,7506,6808,7249,7379,8055,8127,8718,9562,10583,11717,12965,13186,13563,14698,15162,15984,17303,17065,17736,18238,19399,18768,16836,16845,16518,10778,10416,12506,10569,12368,12259,6367,5868,4921,6093,6578,7384,8981,8811,10834,11657,11079,4935,4399,4018,2985,3633,3354,4659,5109,8427,8944,10135,10580,11703,12107,12407,12383,13224,6294,6707,8624,8010,8766,9408,11680,11661
86,12260,12406,11303,11433,12059,12407,13748,13979,15629,16341,16902,17191,17505,18124,18554,18086,17261,17003,16940,16274,15143,14205,13373,12589,12800,11616,10797,9852,9479,8011,7706,8850,7857,7245,7016,6910,6412,5809,4702,4729,7577,7051,7063,7607,8664,9919,10781,11161,11606,15135,13557,14110,14391,14798,18004,17815,17963,18578,19361,20189,20079,19745,20415,19851,19158,18012,17978,17719,17409,16071,15763,14482,15311,11513,10808,9465,9637,8332,7397,6688,5868,5186,4218,3610,3357,2224,1,2982,4381,5929,5315,5998,6283,7326,8396,8881,9568,10067,11136,11210,11628,13231,13772,14146,14817,21912,21877,22751,22232,25028,24948,26033,24479,23051,21582,21008,20155,19508,17852,17049,16269,15831,16318,19284,15687,14509,13518,13992,13863,15150,9835,9978,8553,8049,8565,6743,6061,6379,4976,3839,6086,5388,5728,5858,6411,6483,7446,8290,9311,10445,12160,12381,12758,13893,14357,15179,16498,16260,16931,17433,18594,18191,16259,16543,17380,11958,11596,13686,11749,13548,13439,7470,7048,6101,6562,5775,6581,7703,7539,9562,10385,9807,4143,3542,3082,1989,1599,1710,3015,3465,7622,8139,9330,9775,10898,10756,11059,11035,11886,4555,5063,6980,6366,7122,7764,9935,9916
87,12734,12880,12793,12923,13549,13897,15238,15469,17119,17831,18392,18681,18995,19614,20044,19576,18751,18493,18430,17764,16633,15695,14863,14079,14290,13106,12293,11342,10969,9501,9196,10340,9347,8735,8506,8400,7902,7299,6192,5261,8051,7525,7537,8081,9138,10393,11255,11635,12080,15609,15047,15600,15881,16288,19494,19305,19453,20068,20851,21679,21569,21235,21911,21347,20654,19508,19474,19215,18905,17567,17259,15972,16801,13009,12304,10961,11133,9828,8893,8184,7364,7260,6292,5684,5431,3714,2534,1,3593,5606,4992,5675,5965,7008,8189,8563,10042,10255,11324,11747,11954,13414,14246,14620,15291,23402,23367,24241,23722,26524,26444,27529,25975,24547,23078,22504,21651,21004,19348,18545,17765,17327,17814,20780,17183,16005,15014,16307,16178,17465,12156,12078,10653,10149,10254,8787,8083,8171,6795,5658,5052,4354,4694,4824,5623,5695,7123,7972,8993,10127,12242,12442,12843,13978,14442,15264,16681,16734,17405,17907,19068,20273,17749,18033,18870,13454,13092,15182,13245,15044,14935,8960,8544,7597,8636,6249,7055,7995,7221,9244,10067,9489,4801,4016,3556,2494,1786,3431,1988,2431,8096,8613,9804,10249,11372,10517,10817,10793,11634,3767,4275,6192,5578,6334,6976,9147,9128
88,12894,13040,13207,14169,14795,15143,16484,16447,18546,19258,19819,20108,20422,21041,21471,21003,20178,19920,19857,19191,18060,17122,16290,15506,15717,14533,13720,12769,12396,10928,10623,11511,10774,10162,9747,9641,9143,8726,7438,6688,6741,6990,8208,8199,9232,10487,11412,11733,12178,15760,16293,16846,17127,17534,21442,20732,20880,21495,22278,23106,22996,22662,23338,22774,22081,20935,20901,20642,20332,18994,18686,17399,18228,14436,13731,12388,12560,11255,10320,9611,8791,8871,8122,7514,7261,5141,3961,3216,793,3072,2458,3141,3431,4474,6128,6029,8310,7721,8790,9213,9420,10880,12324,13373,15575,25378,25558,26156,25149,27951,27871,28956,27402,25974,24505,23931,23078,22431,20775,19972,19192,18754,19241,22207,18610,17432,16441,17734,17605,18892,13583,13110,11685,11181,11286,9655,9115,9121,7875,6738,6084,5386,5726,5319,4097,4169,4589,5438,6459,7593,9708,9908,10309,11444,11908,12730,14147,14824,16625,17328,18489,19694,19324,19608,20879,14881,14519,16609,14672,16471,16362,10387,9971,9024,10271,5943,5123,5934,4687,6710,7533,6955,6228,5443,4983,3921,3213,4858,3826,3463,7693,7202,7852,8667,8763,7983,8283,8259,9100,1167,2077,4666,4052,4808,5450,7507,7488
89,13039,13185,13352,13915,14541,14889,16230,16193,18167,18954,19515,19804,20118,20737,21236,20768,19943,19685,19507,18841,17710,16758,16004,15237,15427,14298,13656,12718,12345,10877,10572,11257,10484,9927,9493,9387,8889,8331,7184,6382,6785,7035,8353,8344,9377,10717,11323,11697,12142,15058,16039,17347,17800,17280,20740,20341,21818,21104,23172,24033,23880,24420,23274,22710,22017,20871,20837,20578,20268,18930,18622,17109,17938,14372,13667,12324,12496,11191,10256,9547,8727,8807,8038,7414,7161,5088,3892,3147,1571,1,1756,2439,2729,3772,5818,5327,8454,7019,8088,8511,8718,10178,11622,12671,14873,24676,24856,25454,26071,27312,27232,28317,27338,25910,24441,23867,23014,22367,20711,19908,19128,18690,19177,22143,18546,17368,16377,17670,17541,18828,13519,13625,12200,11696,11801,10170,9630,9636,8390,7253,6599,5901,6241,5834,4849,4325,3887,4736,5757,6891,9006,9206,9607,10742,11206,12028,13445,14122,15923,16626,17787,18992,18622,18906,20177,14817,14455,16545,14608,16407,16298,10336,9907,8960,10207,5708,4888,5862,3985,6008,6831,6253,5922,5137,4681,3852,3144,4789,4341,3978,7838,7347,7592,7965,8061,7281,7581,7557,8398,1945,2632,5274,4660,4964,5337,6923,6904
90,11195,11341,11508,12107,12733,13081,14422,14385,16359,17177,17738,18139,18247,18866,20208,19740,18915,18657,18124,17458,16327,15375,14621,14204,14394,13440,13181,11685,11312,9844,9539,10217,9451,9408,8460,8354,7856,7298,6151,5496,5349,5599,6509,6500,7533,9281,9887,10261,10706,13622,14231,15911,16364,15472,19304,18533,20382,19296,21736,22597,22444,22984,20450,19934,19262,18914,18880,18239,18307,17002,17505,16076,16905,16255,16554,15211,15383,14078,13143,12434,11614,11694,10925,10307,10054,7975,6785,6041,4183,2960,330,1013,1290,2333,4382,3891,7018,5583,6652,7075,7282,8742,10186,11235,13437,23240,23420,24018,24635,25876,25796,26881,24716,23534,22065,21491,21386,20712,19782,19533,19144,18706,19193,22159,18562,20328,19264,20557,20428,21715,16406,16457,14812,14308,15139,13672,13061,13076,11002,9865,9211,8513,8853,8446,7189,6475,3930,3297,4318,5452,7570,7770,8171,9306,9770,10592,12009,12686,14487,15190,16351,17556,17186,17470,18741,14077,14552,15876,17495,16570,17238,9303,10335,11847,13094,4269,3449,4426,2535,4572,5392,4814,6103,5385,4929,6745,6037,7682,6953,6590,5994,5503,6153,6529,6625,5845,6145,6121,6962,4557,5155,7739,7125,7114,7530,9028,9108
91,10847,10993,11160,11759,12385,12733,14074,14037,16011,16829,17390,17791,17899,18518,19860,19392,18567,18309,17776,17110,15979,15027,14273,13856,14046,13092,12833,11337,10964,9496,9191,9869,9103,9060,8112,8006,7508,6950,5803,5148,4990,5240,6161,6152,7185,8440,9530,9904,10349,13265,13883,15554,14717,15124,18947,18185,20025,18948,19699,22240,22087,22627,20102,19586,18914,18566,18532,17891,17959,16654,17157,15728,16557,15907,15834,14491,14663,13358,12423,11714,10894,10974,10205,9587,9334,7255,6065,5321,3715,2492,1710,1,942,1985,4023,3532,6263,5226,6295,6718,6925,8385,9829,10878,13080,22883,23063,23661,24278,25519,25439,26524,24368,23186,21717,21143,21038,20364,19434,19185,18796,18358,18845,21811,18214,19535,18544,19837,19708,20995,15686,15737,14344,13840,13945,12952,11774,11780,10534,9397,8743,8045,8385,7978,6721,6007,3582,2949,3970,5104,7166,7413,7814,8949,9413,10235,11652,12329,14130,14833,15994,17199,16829,17113,18384,13729,14204,15528,16775,16222,16890,8955,9987,11127,12374,3921,3101,4067,2187,4213,5044,4466,5755,4917,4461,6025,5317,6962,6485,6122,5646,5155,5805,6172,6261,5481,5781,5757,6598,4089,4687,7271,6657,6646,7062,8560,8640
92,10078,10224,10391,10990,11616,11964,13305,13268,15242,16630,17191,17480,17794,18413,18917,18449,17624,17366,17183,16517,15386,14434,13680,12913,13103,12149,11890,10394,10021,8553,8248,8933,8160,8117,7169,7063,6565,6007,4860,4212,3925,4174,5392,5383,6416,7671,8596,8917,9362,12891,13114,13667,13948,14355,17459,17416,17564,18179,18930,19758,19648,20034,19653,19137,18321,17623,17589,17298,17016,15711,16214,14785,15614,14964,15701,14358,14530,13225,12290,11581,10761,10841,10138,9448,9195,7122,5926,5181,4391,3168,2554,2901,1,1807,3312,3749,5494,5443,6512,6935,7142,8602,9666,11095,12573,22201,21445,21991,22521,23762,23682,24767,23919,22243,20774,20200,20095,19421,18491,18242,17853,17415,17902,20868,17271,19037,18784,19704,19575,20862,15553,15604,14391,13887,14403,12819,12208,12217,10814,9677,9419,8721,9061,8654,7605,6858,3918,3193,4214,5348,7410,7630,8031,9166,9630,10946,11869,12546,14347,15050,16211,17416,15816,16100,16937,12786,13261,14585,16642,15279,15947,8012,9044,10994,12241,3152,2332,3118,2404,4430,5288,4710,4812,4801,4345,5886,5178,6823,6524,6798,4877,4386,5036,5481,6478,5783,6017,5980,6821,4765,5571,8155,7541,7497,8185,9771,9752
