,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
107,12523,12379,11408,11149,10903,9945,8665,8348,7501,6129,5244,5414,5244,4631,5185,5587,6831,6797,8943,8634,9079,9782,10634,12553,13153,13880,14446,14006,14434,14466,15235,16224,14363,14958,15152,15214,15698,16737,17411,18109,20056,18602,17906,16401,15992,15913,14472,13662,13162,10400,9321,9594,9139,7658,5531,4532,4160,3566,3196,2768,2658,3084,4757,5136,6180,7495,7816,8836,8653,9113,10906,11563,12392,13935,14625,16975,17389,18371,18002,18268,18841,18776,19532,19847,21339,20761,22131,22571,25675,24452,23764,24184,22470,21514,20871,20141,18564,18032,17934,16930,16758,15385,15040,13841,11780,4469,1091,1,2791,5710,5630,6201,6844,7865,9334,9978,11079,10405,12761,12512,15277,14839,15127,19933,16336,18102,17849,19916,19817,21290,20291,22635,21967,22597,22583,21354,22019,22463,24533,23534,26766,26068,26408,26538,27345,27905,25172,24407,23401,22006,20714,19823,19082,18008,18473,16605,16320,14089,12984,11184,10874,10388,8285,7421,6337,13493,13905,13556,15964,14295,15012,14999,16093,18240,20176,19065,19871,20353,22702,21550,24013,23714,18891,19771,20486,22131,22406,23208,23710,24145,17895,18412,18187,20220,19259,20819,20279,20423,20443,26049,26810,27914,27300,28544,29460,31046,31027
108,13319,13175,12204,11945,11699,10741,9461,9144,8297,6974,6089,6259,5299,4686,5240,5642,6886,6852,8998,8689,9134,9837,10689,12419,13019,13935,14501,14061,14489,15597,16031,17020,15159,15754,15948,16010,16494,17533,18207,18905,20852,19398,18702,17197,16788,16709,15268,14458,13958,11634,10754,10828,10572,8962,6354,5355,4983,4389,4019,3582,2951,2963,4683,5002,6046,7361,7682,8702,8519,8979,10772,11429,12258,13801,14491,16841,17255,18237,18947,18985,19558,19572,20328,20643,22135,21557,22927,23367,26909,25686,24998,25418,23704,22310,21667,20937,19360,18828,19168,17726,17554,16619,15836,15075,13014,6120,3840,3310,1,4021,3210,3527,4168,5718,7609,8262,9520,8846,11202,10953,13779,13341,13568,18816,15459,17278,16672,18739,18640,21249,20157,22501,21833,23274,24022,22150,22815,23259,25329,24330,27562,26864,27204,27334,28141,29139,26406,25641,24635,23240,21948,21057,20316,19242,19707,17839,17554,15323,14218,13735,12893,12407,10210,9346,8262,13359,13771,13422,15830,14161,14836,15795,16889,19036,20972,19861,20667,21149,23936,22784,25247,24948,19687,20567,21282,22927,23202,24004,24506,24941,18691,19208,18983,19728,20493,22053,21513,21657,21677,27283,28044,28710,28096,29778,30694,32280,32261
109,14720,14576,13605,13346,13100,12142,10862,10545,9698,8375,7490,7660,6700,6087,6633,6734,8287,8165,10206,9641,10682,11238,11998,13194,13794,15121,15743,15455,15883,16991,17375,18421,16884,17479,17349,17411,17895,18934,19608,20306,22253,20799,20103,18598,18189,18110,16669,15859,15359,13181,12301,12375,12119,10509,7755,6756,6384,5790,5420,4983,4352,4364,5398,5777,6821,8136,8457,9663,9294,9754,11547,12204,13033,14576,15266,17616,18030,19012,19722,21039,21612,22029,21729,22044,23536,24423,25682,24768,28511,27233,26545,26965,25251,23711,23068,22338,20761,20229,20715,19127,18955,18166,17237,16622,14561,8308,6493,5963,4152,1,1532,2617,3258,4808,6699,7352,8610,7936,10292,10043,12869,12431,12658,17906,14549,16368,15762,17829,17730,20339,20932,23276,22608,24049,24797,24464,24216,24660,26730,25731,30637,29939,30279,30409,31216,30686,27953,27188,26182,24787,23495,22604,21863,20789,21254,19386,19101,16870,15765,15282,15081,14595,13458,11999,10915,14134,14546,14197,16605,14936,13926,17139,18290,21159,23429,21262,22068,22550,25483,24331,26794,26495,21088,21968,22683,25576,24603,25405,27581,28016,20092,20609,20384,23001,22040,23600,23060,23204,23224,28885,29591,31785,31171,31325,32241,33827,33808
110,14649,14505,13534,13275,13029,12071,10791,10474,9627,8304,7419,7589,6629,6016,6562,6663,8216,8094,10135,9570,10611,11167,11927,13123,13723,15050,15672,15384,15812,16920,17304,18350,16813,17408,17278,17340,17824,18863,19537,20235,22182,20728,20032,18527,18118,18039,16598,15788,15288,13110,12230,12304,12048,10438,7684,6685,6313,5719,5349,4912,4281,4293,5327,5706,6750,8065,8386,8861,9223,9683,11022,12133,12962,14505,15215,17545,17959,18941,19651,20968,21541,21958,21658,21973,23465,24352,25611,24697,28440,27162,26474,26894,25180,23640,22997,22267,20690,20158,20644,19056,18884,18095,17166,16551,14490,7506,6152,5892,3251,1541,1,1815,2456,4006,5897,6550,7808,7134,9490,9241,12067,11629,11856,17104,13747,15566,14960,17027,16928,19537,20861,23718,23050,24491,25239,24906,25809,26253,26659,25660,30566,29868,30208,30338,31145,30615,27882,27117,26111,24716,23424,22533,21792,20718,21183,19315,19030,16799,15694,15211,14279,13793,12656,11928,10844,14063,14475,14126,16563,14655,13124,17068,18219,21088,23358,21191,21997,22479,25412,24260,26723,26424,21017,21897,22612,25505,24532,25334,27510,27945,20021,20538,20313,22930,21969,23529,22989,23133,23153,28814,29520,31714,31100,31254,32170,33756,33737
111,15445,15301,14330,14071,13825,12867,11587,11270,10423,9537,8652,7633,6632,6019,6226,6234,8677,7700,9208,8643,9684,10655,11000,12197,12797,14667,15289,14457,14885,15993,16377,17668,15886,16481,16596,16658,17142,18181,18854,19675,21516,20247,19402,18684,18164,18487,16986,16474,16084,13857,12977,13051,12795,11185,8603,7604,7232,6638,6268,5831,5200,5257,4850,4881,6029,6782,7537,7103,7738,8757,9264,11207,12036,13701,13457,16741,17155,18137,18847,20164,20737,21154,20976,21291,22783,23548,24807,24498,27636,25890,25108,25791,23970,23042,22328,21944,20533,20608,21391,19506,19334,18477,17962,17298,15237,8337,6983,6752,4096,3162,2351,33,711,2261,4139,4792,6050,5376,7732,7483,10309,9871,10098,15346,11989,13808,13202,15269,15170,17779,20057,21960,21292,22733,23481,23148,24051,24495,27427,26291,29736,29038,29479,29609,30341,30413,26728,26003,25344,23954,23134,23280,22539,21465,21930,20062,19777,17546,16441,15958,15110,14624,13487,13730,11773,13680,14155,13322,14805,12897,11366,16141,17542,20284,22554,20631,21437,22156,23751,23400,26018,25719,20457,21215,21930,24701,23850,25939,26706,27141,19605,20122,20166,20911,22716,22739,22696,23018,22860,28010,28920,30910,30296,31052,31810,33396,33377
112,14903,14759,13788,13529,13283,12872,11045,10728,9881,8643,7744,7095,6094,5481,5688,5696,7967,6990,8498,7933,8974,9945,10290,11487,12087,13957,14579,13747,14175,15283,15667,16958,15176,15771,15886,15948,16432,17471,18144,18965,20806,19537,18692,17974,17454,17777,16276,15764,15542,14188,13308,13382,13126,11516,8934,7935,7563,6969,6599,6162,5531,5588,4312,4343,5319,6072,6827,6393,7028,8047,8554,10497,11326,12991,12747,16031,16445,17427,18137,19454,20027,20444,20266,20581,22073,22838,24097,23788,26926,25180,24398,25081,23260,22332,21618,21234,19823,19898,20303,18796,18624,17767,17420,16418,15568,9612,8258,8027,5373,4439,3628,3942,1,1551,3429,4082,5340,4666,7022,6773,9599,9161,9388,14636,11279,13098,12492,14559,14460,17069,19347,21250,20582,22023,22771,22438,23341,23785,26717,25581,29026,28328,28769,28899,29631,29703,26018,25293,24634,23244,22424,21789,21183,20263,20728,19431,20108,17877,16772,16289,16385,15899,14762,13920,13048,12970,13445,12612,14095,12187,10656,15431,16832,19574,21844,19921,20727,21446,23041,22690,25308,25009,19747,20505,21220,23991,23140,25229,25996,26431,18895,19412,19456,20201,21153,22029,21986,22308,22150,27300,28210,30200,29586,30342,31100,32686,32667
113,14696,14552,13581,13322,13076,12627,10838,10521,9674,8436,7537,6888,5887,5274,5481,5489,7722,6745,8253,7688,8729,9700,10045,11242,11842,13712,14334,13502,13930,15038,15422,16713,14931,15526,15641,15703,16187,17226,17899,18720,20561,19292,18447,17729,17209,17532,16031,15519,15335,13981,13101,13175,12919,11309,8727,7728,7356,6762,6392,5955,5324,5381,4105,4136,5074,5827,6582,6148,6783,7802,8309,10252,11081,12746,12502,15786,16200,17182,17892,19209,19782,20199,20021,20336,21828,22593,23852,23543,26681,24935,24153,24836,23015,22087,21373,20989,19578,19653,20058,18551,18379,17522,17213,16211,15361,9410,8056,7825,5171,4237,3426,3740,1769,1,3176,3829,5095,4421,6777,6528,9354,8916,9143,14391,11034,12853,12247,14314,14215,16824,19102,21005,20337,21778,22526,22193,23096,23540,26472,25336,28781,28083,28524,28654,29386,29458,25773,25048,24389,22999,22179,21544,20938,20018,20483,19224,19901,17670,16565,16082,16183,15697,14560,13713,12846,12725,13200,12367,13850,11942,10411,15186,16587,19329,21599,19676,20482,21201,22796,22445,25063,24764,19502,20260,20975,23746,22895,24984,25751,26186,18650,19167,19211,19956,20908,21784,21741,22063,21905,27055,27965,29955,29341,30097,30855,32441,32422
114,14300,14580,13426,12893,12647,11603,10970,10641,10562,9092,8193,7544,6543,5930,5422,5122,6698,5721,7229,6664,7705,8676,9021,10218,10818,12598,13220,12478,12906,14014,14398,15689,13907,14502,14617,14679,15163,16202,16875,17696,19537,18268,17423,16705,16185,16508,15007,14495,14579,15137,14257,14331,14075,12465,9883,8884,8512,7918,7548,7111,6480,6537,4610,3940,4050,4748,5069,5124,5759,6778,7014,9228,10057,11632,11388,14672,15086,16068,16778,18095,18668,19085,18997,19312,20804,21479,22738,23907,25567,23911,23129,23812,21991,21063,20349,19965,18554,18629,19034,17527,17355,16498,17081,17099,16517,10566,9212,8981,6327,5393,4582,4896,2925,1482,2012,2665,3981,3307,5663,5414,8240,7802,8029,13277,9920,11739,11133,13200,13101,15710,17988,19891,19223,20664,21412,21079,21982,22426,25358,24222,27667,26969,27410,27540,28272,28344,24749,24024,23365,21975,21155,20520,19914,18994,19459,19092,20336,18826,17721,17238,17339,16853,15716,14869,14002,11611,12086,11253,12736,10828,9297,14162,15563,18215,20485,18652,19458,20177,21772,21421,24039,23740,18478,19236,19951,22632,23753,23870,24637,25072,17626,18143,18187,18932,19884,20760,20717,21039,20881,25941,26851,28841,28227,28983,29741,31327,31308
115,13535,13815,12661,12128,11882,10838,10205,9876,10305,8910,8021,7404,6723,6307,5685,5266,5933,4956,6464,5899,6940,7911,8256,9453,10053,11824,12446,11713,12141,13249,13633,14924,13142,13737,13852,13914,14398,15437,16110,16931,18772,17503,16658,15940,15420,15743,14242,13730,13814,15980,14218,14069,14036,12710,10610,9783,9411,8689,8476,7887,7256,7313,4790,4231,3285,3983,4304,4359,4994,6013,6520,8463,9292,10858,10614,13898,14312,15294,16004,17321,17894,18311,18232,18547,20039,20705,21964,21754,24793,23146,22364,23047,21226,20298,19584,19200,17789,17864,18269,16762,16590,15733,16316,16758,16060,11538,10184,9953,7299,6365,5554,5868,3904,2441,972,1,3207,2533,4889,4640,7466,7028,7255,12503,9146,10965,10359,12426,12327,14936,17214,19117,18449,19890,20638,20305,21208,21652,24584,23448,26893,26195,26636,26766,27498,27570,23984,23259,22600,21210,20390,19755,19149,18229,18694,18327,19571,18872,18564,18081,18311,17825,16688,15712,14453,10837,11312,10479,11962,10054,8523,13397,14798,17441,19711,17887,18693,19412,21007,20656,23274,22975,17713,18471,19186,21858,21106,23096,23863,24298,16861,17378,17422,18167,19119,19995,19952,20274,20116,25167,26077,28067,27453,28209,28967,30553,30534
116,14039,14319,13165,12632,12386,11342,10709,10380,10809,9414,8525,7908,7285,6811,6314,5770,5607,5013,6138,5573,6614,7585,7930,8826,9084,11086,11708,11387,11815,12923,13307,14598,12816,13411,13526,13588,14072,15111,15784,16605,18446,17177,16332,15402,15924,16247,14746,14234,14318,16542,14722,14573,14540,13214,11114,10287,9915,9193,8980,8449,7818,7875,5352,4731,3789,3420,3741,3728,4363,5687,5496,8137,8966,10120,9876,13160,13574,14556,15266,16583,17156,17573,17906,19343,20476,19967,21226,22395,24055,22820,22038,22721,20900,19972,19258,18874,17310,18368,18773,17266,17094,16237,16820,17262,16564,12209,10855,10624,7970,7036,6225,6539,4575,3112,1643,1069,1,1789,4151,3902,6728,6290,6517,11765,8408,10227,9621,11688,11589,14198,16476,18379,17711,19152,19900,19567,20470,20914,23846,22710,26155,25457,25898,26028,26760,26832,23658,22933,22274,20884,19911,20259,19653,18733,19198,18831,20075,19376,19126,18643,18982,18496,17359,16274,15015,10099,10574,9741,11224,9316,7785,13071,14472,16703,18973,17561,18367,19086,20681,20330,22948,22649,17387,18145,18860,21120,22241,22358,23125,23560,16535,17052,16943,18688,18640,19669,19473,19948,19637,24429,25339,27329,26715,27471,28229,29815,29796
117,14713,14993,13839,13306,13060,12016,11383,11054,11483,10088,9199,8582,7959,7485,6988,6616,6281,5687,6812,6247,7288,8259,8604,9500,9758,11760,12382,12061,12489,13597,13981,15272,13490,14085,14200,14262,14746,15785,16458,17279,19120,17851,17006,16076,16598,16921,15420,14908,14992,17216,15396,15247,15214,13888,11788,10961,10589,9867,9654,9123,8492,8549,6026,5405,4463,4094,4415,4402,5037,6361,6170,8811,9640,10794,10550,13834,14248,15230,15940,17257,17830,18247,18580,20017,21150,20641,21900,23069,24729,23494,22712,23395,21574,20646,19932,19548,17984,19042,19447,17940,17768,16911,17494,17936,17238,12859,11505,11274,8620,7686,6875,7189,5225,3786,2317,1743,892,1,4825,4576,7402,6964,7191,12439,9082,10901,10295,12362,12263,14872,17150,19053,18385,19826,20574,20241,21144,21588,24520,23384,26829,26131,26572,26702,27434,27506,24332,23607,22948,21558,20585,20933,20327,19407,19872,19505,20749,20050,19800,19317,19632,19146,18009,16948,15689,10773,11248,10415,11898,9990,8459,13745,15146,17377,19647,18235,19041,19760,21355,21004,23622,23323,18061,18819,19534,21794,22915,23032,23799,24234,17209,17726,17617,19362,19314,20343,20147,20622,20311,25103,26013,28003,27389,28145,28903,30489,30470
118,16678,16958,15804,15271,15025,13981,13348,13019,13448,12478,11563,10938,10649,9902,9421,9049,8570,8120,7542,6842,7915,6723,7059,7688,7946,9506,10128,10525,10953,12061,13313,14051,11846,12441,12979,13041,13525,14551,15151,15972,17813,16544,15699,14692,15484,16538,15968,16873,16957,19765,17361,17212,17179,15853,14377,13550,13178,12134,12109,11672,11041,11098,8578,8014,7113,6081,5932,5203,5513,5064,4358,6686,7518,8540,8296,11580,11994,12976,13686,15003,15576,15993,17566,17763,18896,18387,19646,20815,22475,22187,21405,22088,20267,19339,18625,18241,16600,17066,18168,18083,18501,18876,19459,19901,19203,15500,14146,13915,11261,10327,9516,9830,7866,6438,4969,4395,3542,2895,1,801,5148,4710,4937,9886,6828,8456,8041,10108,10009,12618,14896,16799,16131,17572,18320,17987,18890,19334,22266,21130,24575,23877,24318,24448,25180,25252,23025,22300,21641,20251,19201,19422,19828,20031,20496,21470,22714,22015,22349,21866,22273,21787,20650,19497,18238,8519,8994,8161,9644,7736,6205,13077,14171,15123,17393,16928,17734,18453,20048,19697,22315,22016,16754,17598,18313,19540,20661,20778,21545,21980,15902,16419,16233,18055,17930,19036,18763,19315,18927,22849,23759,25749,25135,25891,26649,28235,28216
119,16429,16709,15555,15022,14776,13732,13099,12770,13199,12229,11314,10689,10400,9653,9172,8800,8321,7871,7293,6593,7666,6474,6810,7439,7697,9257,9879,10276,10704,11812,13064,13802,11597,12192,12730,12792,13276,14302,14902,15723,17564,16295,15450,14443,15235,16289,15719,16624,16708,19516,17112,16963,16930,15604,14128,13301,12929,11885,11860,11423,10792,10849,8329,7765,6864,5832,5683,4954,5264,4815,4109,6437,7269,8291,8047,11331,11745,12727,13437,14754,15327,15744,17317,17514,18647,18138,19397,20566,22226,21938,21156,21839,20018,19090,18376,17992,16351,16817,17919,17834,18252,18627,19210,19652,18954,15251,13897,13666,11012,10078,9267,9581,7617,6189,4720,4146,3293,2646,801,1,4899,4461,4688,9637,6579,8207,7792,9859,9760,12369,14647,16550,15882,17323,18071,17738,18641,19085,22017,20881,24326,23628,24069,24199,24931,25003,22776,22051,21392,20002,18952,19173,19579,19782,20247,21221,22465,21766,22100,21617,22024,21538,20401,19248,17989,8270,8745,7912,9395,7487,5956,12828,13922,14874,17144,16679,17485,18204,19799,19448,22066,21767,16505,17349,18064,19291,20412,20529,21296,21731,15653,16170,15984,17806,17681,18787,18514,19066,18678,22600,23510,25500,24886,25642,26400,27986,27967
120,16634,16914,15760,15227,14981,13937,13304,12975,13404,12549,11368,10743,10382,9769,9257,8854,8375,7925,7347,6647,7720,5535,4781,5315,5573,6871,7493,7735,8163,9271,10678,11875,9473,10068,10803,10313,10797,12375,12975,13001,15024,14368,13523,13696,14556,15811,16227,16829,16913,19632,17317,17168,17135,15809,14020,13312,12940,12001,11976,11539,10908,10965,8445,7881,7188,6042,6049,5320,5435,4112,3406,4354,5183,5905,5661,8945,9359,10341,11051,12368,12941,13358,14931,15128,16261,15752,17011,18180,19840,20011,19229,19912,18091,16368,15836,16065,15672,16138,17240,17324,17742,18832,19415,19857,19159,15847,14493,13268,11608,10674,9863,10177,8213,6785,5316,4742,3889,3242,1583,780,1,2069,2296,7550,4193,5890,5406,7473,7374,9983,12261,14164,13496,14937,15685,15352,16255,16699,19631,18495,21940,21242,21683,21813,22545,22617,20849,20124,19465,18075,18273,18494,18871,20486,20951,21426,22602,21971,22216,21733,22620,22134,20005,19364,18105,5884,6359,5526,7009,5064,3570,10442,11536,12488,14758,13957,14763,16277,17077,17521,19526,19227,13783,15214,15929,16905,18026,18143,18910,19345,13726,14243,15434,15879,17002,16860,17163,17139,17980,20214,21124,23114,22500,23256,24014,25600,25581
121,17682,17962,16808,16275,16029,14985,14352,14023,14452,13597,12416,11791,11430,10817,10305,9902,9423,8973,8395,7695,8768,6583,5829,5781,6090,6539,7161,8034,8462,9570,10346,12104,10059,10654,10823,10899,11383,12422,13096,14339,16362,15836,14571,14744,15604,16859,17275,17877,17961,20680,18365,18216,18183,16857,15068,14360,13988,13049,13024,12587,11956,12013,9493,8929,8236,7090,7097,6368,6483,5160,4454,4820,5649,5573,5355,8613,9027,10009,10719,12036,12609,13026,14599,14796,15929,15420,16679,17848,19508,19686,18904,19587,17766,17706,17174,17113,16720,17186,18288,18372,18790,19880,20463,20905,20207,16899,15545,14316,12660,11726,10915,11229,9265,7837,6368,5794,4941,4294,2631,1828,1048,1,1991,7244,3887,5706,5100,7167,7068,9677,11929,13858,13190,14631,15379,15046,15949,16393,19325,18189,21634,20936,21377,21507,22213,22285,20524,19799,20214,19123,19321,19542,19919,21534,21999,22474,23650,23019,23264,22781,23672,23186,21053,20412,19153,5552,6027,5194,6703,4597,3264,10110,11204,12156,14426,15295,16101,17013,18415,18650,20864,20565,14330,14882,15597,16573,17694,17811,18578,19013,14774,15291,16482,16927,18050,17908,18211,18187,19028,19882,20792,22782,22168,22924,23682,25268,25249
122,18338,18618,17464,16931,16685,15641,15008,14679,15108,14253,13072,12447,12086,11473,10961,10558,10079,9629,9051,8351,9424,7239,6485,6529,5320,5769,6391,7264,7692,8800,9576,11334,9289,9884,10053,10129,10613,11652,12326,13569,15592,15066,15362,15400,16260,17515,17931,18533,18617,21336,19021,18872,18839,17513,15724,15016,14644,13705,13680,13243,12612,12669,10149,9585,8892,7746,7753,7024,7139,5816,5110,5476,6305,4803,4831,7843,8257,9239,9949,11266,11839,12256,13829,14026,15159,14650,15909,17078,18738,18916,18134,18817,16996,16936,16404,17065,17867,18366,19435,19509,19927,20536,21119,21561,20863,17555,16201,14972,13316,12382,11571,11885,9921,8493,7024,6450,5597,4950,3287,2484,1704,1266,1,6612,3093,4859,4571,6646,6547,9156,11159,13337,12669,14110,14858,14525,15428,15872,18804,17668,20864,20166,20506,20636,21443,21515,19754,19029,19444,19102,20459,20680,21057,22192,22656,23478,24797,23675,23920,23437,24328,23842,21709,21068,19809,4782,5257,4424,6179,3989,2740,9340,10434,11386,13656,14525,15331,16243,17645,17880,20094,19795,13560,14112,14827,15803,16924,17041,17808,18243,15430,15947,17138,17583,19197,18564,18867,18843,19684,19112,20022,22012,21398,22154,22912,24498,24479
123,18466,18746,17592,17059,16813,15769,15136,14807,15236,14328,13439,12822,12194,11581,11069,10684,10499,9851,9148,8448,9521,7443,6676,5742,4533,4982,5604,6477,6905,8013,8789,10547,8502,9097,9266,9342,9826,10865,11539,12782,14805,14279,14575,15119,16176,17431,18293,18673,19118,21444,19149,19000,18967,17641,15741,15124,14752,13813,13788,13351,12720,12777,10257,9693,9000,7854,7820,7561,7251,5913,5605,5402,6231,4016,4706,7056,7470,8452,9162,10479,11052,11469,13042,13239,14372,13863,15122,16291,17951,18129,17347,18030,16209,16149,15617,16278,17080,17579,18648,18722,19140,20743,21284,21658,22329,18130,15564,15080,13920,14870,14790,15875,13035,11352,9883,9309,8711,8064,6458,5640,5074,4636,5253,1,5289,7055,6624,8877,8525,10207,10372,12716,12048,13489,14237,13904,14807,15251,18183,16878,20077,19379,19719,19849,20656,20728,18967,18242,18657,18315,19672,19893,20270,21405,21869,22691,24010,23772,24028,23545,24231,23745,21817,21176,19917,3995,4470,3637,6045,3212,3965,8553,9647,10599,12869,13738,14544,15456,16858,17093,19307,19008,12773,13325,14040,15016,16137,16254,17021,17456,15134,15651,16842,17287,18410,18268,18571,18547,19398,18325,19235,21225,20611,21367,22125,23711,23692
124,20537,20817,19663,19130,18884,17840,17207,16878,17307,16399,15510,14893,14265,13652,13140,12755,12570,11922,11219,10519,11592,9514,8747,7813,6604,7053,7675,8548,8976,10084,10860,12618,10573,11168,11337,11413,11897,12936,13610,14853,16876,16350,16646,17190,18247,19502,20364,20744,21189,23515,21220,21071,21038,19712,17812,17195,16823,15884,15859,15422,14791,14848,12328,11764,11071,9925,9891,9632,9322,7984,7676,7463,8292,5144,4203,8051,8465,9456,10166,11483,12056,12473,14046,14243,15376,14867,16126,17295,18955,20236,19622,20305,18280,18220,17688,18349,19151,19650,20719,20793,21211,22814,23355,23729,24400,20245,17635,17151,16006,15072,14261,14575,12611,11183,9714,9140,8287,7640,5977,5174,4394,3956,2952,6032,1,2937,3943,6018,5919,8528,10718,12709,12041,13482,14230,13897,14800,15244,18176,17040,20485,19787,20228,20358,21660,21732,21038,20313,20728,20386,21743,21964,22341,23476,23940,24762,26081,25843,26099,25616,27018,26532,23888,23247,21988,6066,6541,5708,5551,4934,2112,10624,11718,11603,13873,15809,16615,17527,18929,19164,21378,21079,14844,15396,16111,16020,17141,17258,18025,19270,17205,17722,18913,19358,20481,20339,20642,20618,21469,19329,20239,22229,21615,22371,23129,24715,24696
125,20083,20363,19209,18676,18430,17386,16753,16424,16853,15998,15383,14192,14138,13525,13013,12628,11824,11795,10796,10096,11169,8984,8230,7686,6477,6926,7548,8421,8849,9957,10733,12491,10446,11041,11210,11286,11770,12809,13483,14726,16749,16223,16519,17063,18120,19375,20237,20617,21062,23388,20766,20617,20584,19258,17685,17068,16696,15757,15732,15295,14664,14721,12201,11637,10944,9798,9764,8769,9195,7561,6855,7221,8050,5960,4734,9000,9414,10396,11106,12423,12996,13413,14986,15183,16316,15807,17066,18235,19895,20073,19291,19974,18153,18093,17561,18222,19024,19523,20592,20666,21084,22687,23228,23602,22608,19293,17939,17024,15054,14120,13309,13623,11659,10231,8762,8188,7335,6688,5032,4229,3449,3011,3483,6579,1212,1,4474,6549,6450,9059,11249,13240,12572,14013,14761,14428,15331,15775,18707,17571,21016,20318,20759,20889,22600,22672,20911,20186,20601,20259,21616,21837,22214,23349,23813,24635,25954,25716,25972,25489,26066,25580,23761,23120,21861,5939,6414,5581,6082,5156,2643,10497,11591,12543,14813,15682,16488,17400,18802,19037,21251,20952,14717,15269,15984,16960,18081,18198,18965,19400,17078,17595,18786,19231,20354,20212,20515,20491,21342,20269,21179,23169,22555,23311,24069,25655,25636
126,20825,21105,19951,19418,19172,18128,17495,17166,17595,16740,16125,14934,14880,14267,13755,13370,12566,12537,11538,10838,11911,9726,8972,8428,7219,7668,8290,9163,9591,10699,11475,13233,11188,11783,11952,12028,12512,13551,14225,15468,17491,16965,17261,17805,18862,20117,20979,21359,21804,24130,21508,21359,21326,20000,18427,17810,17438,16499,16474,16037,15406,15463,12943,12379,11686,10540,10506,9511,9937,8303,7597,7963,8792,6702,5465,9742,10156,11138,11848,13165,13738,14155,15728,15925,17058,16549,17808,18977,20637,20815,20033,20716,18895,18835,18303,18964,19766,20265,21334,21408,21826,23429,23970,24344,23350,20035,18681,17766,15796,14862,14051,14365,12401,10973,9504,8930,8077,7430,5774,4971,4191,3753,3679,6638,1943,991,1,6243,6309,9300,11490,13481,12813,14254,15002,14669,15572,16016,18948,17812,21257,20559,21000,21130,23342,23414,21653,20928,21343,21001,22358,22579,22956,24091,24555,25377,26696,26458,26714,26231,26808,26322,24503,23862,22603,6681,7156,6323,6813,5898,3374,11239,12333,13285,15555,16424,17230,18142,19544,19779,21993,21694,15459,16011,16726,17702,18823,18940,19707,20142,17820,18337,19528,19973,21096,20954,21257,21233,22084,21011,21921,23911,23297,24053,24811,26397,26378
127,22804,23084,21930,21397,21151,20107,19474,19145,19574,18719,18104,16913,16859,16246,15734,15349,14545,14516,13517,12817,13890,11705,10951,10407,9198,9647,10269,11142,11570,12678,13454,15212,13167,13762,13931,14007,14491,15530,16204,17447,19470,18944,19240,19784,20841,22096,22958,23338,23783,26109,23487,23338,23305,21979,20406,19789,19417,18478,18453,18016,17385,17442,14922,14358,13665,12519,12485,11490,11916,10282,9576,9942,10771,5456,4515,6994,7876,7619,8322,9239,9705,10574,12411,12312,12946,14300,14237,16728,17481,19669,19055,19738,20023,20814,20282,20943,21745,22244,23313,23387,23805,25408,25949,26323,25329,22014,20660,19745,17775,16841,16030,16344,14380,12952,11483,10909,10056,9409,7753,6950,6170,5732,5664,8623,3939,2987,1977,1,1411,4320,6633,8624,7956,9397,10145,9812,10715,11159,14091,12955,16400,15702,16143,16273,19574,19287,21186,22714,23322,22980,24337,24558,24935,26070,26534,27356,28675,28437,28693,28210,28787,28301,26482,25841,24582,8660,7958,8302,5854,5511,4997,13218,11954,11007,10898,18403,19209,20121,21523,21758,23972,23673,17438,16899,16518,15453,15654,14815,16283,15185,19799,20316,21507,21952,23075,22933,23236,23212,24063,17655,18163,19784,19170,19926,20568,23098,23079
